TableID	TableSource	ParamCat	ParamLabel	ParamNameOrigin	ParamNameNew	ParameterNameICU	unit	UID	TableUID	UnitsID	ReasonForChoosingNewName	withinAlertRange	InlierRange	RangeStandard	
7	diagnosis		cardiovascular|shock / hypotension|sepsis|sepsis with single organ dysfunction- circulatory system failure	038.9, 785.52, R65.21				204	700204						
7	diagnosis		neurologic|altered mental status / pain|encephalopathy|toxic	349.82, G92				205	700205						
7	diagnosis		surgery|cardiac surgery|low cardiac output state|due to valvular dysfunction	997.1, I97.89				206	700206						
7	diagnosis		pulmonary|disorders of lung parenchyma|interstitial lung disease|idiopathic pulmonary fibrosis	516.3, J84.1				207	700207						
7	diagnosis		hematology|white blood cell disorders|neutropenia|from chemotherapy	288.0, D70.9				208	700208						
7	diagnosis		oncology|GI tumors|colon CA	153.9, C18.9				209	700209						
7	diagnosis		oncology|chest tumors|metastatic lung CA	197.0, C78.00				210	700210						
7	diagnosis		general|immunological diseases|rheumatoid arthritis	714.0, M06.9				211	700211						
7	diagnosis		gastrointestinal|GI bleeding / PUD|upper GI bleeding|gastric	533.00, K92.2				212	700212						
7	diagnosis		burns/trauma|trauma - CNS|intracranial injury|with subdural hematoma	852.20, S06.5				213	700213						
7	diagnosis		pulmonary|trauma|pneumothorax	860.0				214	700214						
7	diagnosis		infectious diseases|systemic/other infections|bacteremia|skin or wound source	790.7, R78.81				215	700215						
7	diagnosis		cardiovascular|valvular disease|valvular insufficiency|aortic valve|with stenosis	424.1, I35.2				216	700216						
7	diagnosis		neurologic|seizures|seizures|status epilepticus	345.3, G40.901				217	700217						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|lateral wall	410.51, I21.29				218	700218						
7	diagnosis		neurologic|disorders of vasculature|TIA	435.9, G45.9				219	700219						
7	diagnosis		oncology|GI tumors|esophageal CA	192.9, C15.9				220	700220						
7	diagnosis		pulmonary|pulmonary infections|pneumonia|hospital acquired (not ventilator-associated)|bacterial|staph aureus	482.41, J15.21				221	700221						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|combined systolic and diastolic|acute on chronic	428.43, I50.43				222	700222						
7	diagnosis		cardiovascular|shock / hypotension|septic shock|organism identified|gram positive organism	785.59, 038.9, 995.92				223	700223						
7	diagnosis		gastrointestinal|intestinal disease|viscus perforation|colonic|due to diverticulitis	569.83, K63.1				224	700224						
7	diagnosis		infectious diseases|systemic/other infections|fungemia	117.9, 790.99, B49				225	700225						
7	diagnosis		cardiovascular|pericardial diseases|pericarditis	420.90, I30.9				226	700226						
7	diagnosis		hematology|coagulation disorders|DIC syndrome	286.6, D65				227	700227						
7	diagnosis		neurologic|seizures|seizures|generalized tonic -clonic	345.10, G40.3				228	700228						
7	diagnosis		cardiovascular|infection|endocarditis - native valve|staphylococcus aureus	421.0, 041.11, B95.6, I33.0				229	700229						
7	diagnosis		neurologic|altered mental status / pain|drug withdrawal syndrome|benzodiazepine	292.0, F19.939				230	700230						
7	diagnosis		gastrointestinal|malnutrition|nutritional deficiency|moderate	263.0, E44.0				231	700231						
7	diagnosis		cardiovascular|congenital heart disease|congenital heart disease|surgically repaired	746.9, Q24.9				232	700232						
7	diagnosis		oncology|GU tumors|renal cell CA|left kidney	189.0, C64.9				233	700233						
7	diagnosis		neurologic|seizures|seizures|new onset	R56.9				234	700234						
7	diagnosis		gastrointestinal|abdominal/ general|peritonitis|due to bowel perforation	567.9, K65.0				235	700235						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|diastolic|chronic	428.32, I50.32				236	700236						
7	diagnosis		renal|disorder of urinary tract / renal system infection|nephrolithiasis	592.0, N20.0				237	700237						
7	diagnosis		gastrointestinal|GI bleeding / PUD|upper GI bleeding|varices	456.0, I85.01				238	700238						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|unstable angina|due to progression of CAD with stent in place	411.1, 414.01, I20.0				239	700239						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|cor pulmonale	I50.9				240	700240						
7	diagnosis		burns/trauma|dermatology|rash, non-infectious	692.9, L30.9				241	700241						
7	diagnosis		toxicology|drug overdose|narcotic overdose|with respiratory depression	T40.60				242	700242						
7	diagnosis		gastrointestinal|biliary disease|cholecystitis|acute	575.0, K81.0				243	700243						
7	diagnosis		toxicology|drug overdose|narcotic overdose|with decreased mental status	518.4, E980.2, 965.00, T40.60				244	700244						
7	diagnosis		neurologic|misc|headache|severe	R51				245	700245						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|aortic|with insufficiency	395.2, I06.2				246	700246						
7	diagnosis		general|immunological diseases|systemic lupus erythematosus	710.0, M32.10				247	700247						
7	diagnosis		surgery|general surgery postop issues|hemorrhage|internal hemorrhage	998.11, I97.89				248	700248						
7	diagnosis		neurologic|CNS mass lesions|brain tumor	191.9, C71.9				249	700249						
7	diagnosis		pulmonary|disorders of the airways|upper respiratory obstruction|due to angioedema	478.8, J39.3				250	700250						
7	diagnosis		pulmonary|disorders of the airways|hypoxemia	799.02, R09.02				251	700251						
7	diagnosis		neurologic|seizures|seizures|generalized	345.10, R56.9				252	700252						
7	diagnosis		surgery|cardiac surgery|hemorrhage|known coagulopathy present	998.11, T88				253	700253						
7	diagnosis		toxicology|drug overdose|benzodiazepine overdose	969.4, E980.2, T42.4X				254	700254						
7	diagnosis		hematology|platelet disorders|thrombocytosis	289.9, D47.3				255	700255						
7	diagnosis		surgery|vascular surgery|hemorrhage|wound hemorrhage	998.11				256	700256						
7	diagnosis		hematology|bleeding and red blood cell disorders|anemia|iron deficiency anemia secondary to chronic blood	280.0, D50.0				257	700257						
7	diagnosis		infectious diseases|GI infections|peritonitis	567.21, K65.0				258	700258						
7	diagnosis		gastrointestinal|abdominal/ general|intra-abdominal abscess	567.22, K65.1				259	700259						
7	diagnosis		cardiovascular|arrhythmias|bradycardia|junctional	427.89, I49.8				260	700260						
7	diagnosis		cardiovascular|ventricular disorders|cardiomyopathy|dilated|idiopathic	425.4, I42.8				261	700261						
7	diagnosis		infectious diseases|skin, bone and joint infections|osteomyelitis	730.20, M86.9				262	700262						
7	diagnosis		hematology|white blood cell disorders|leukocytosis|neutrophilia	288.8, D72.828				263	700263						
7	diagnosis		toxicology|drug overdose|ethanol overdose	980.0, E980.2, T51.0				264	700264						
7	diagnosis		cardiovascular|shock / hypotension|volume depletion, unspecified	276.50, E86.9				265	700265						
7	diagnosis		neurologic|altered mental status / pain|dementia|Alzheimer's disease	294.10, 331.0, F02.8, G30.9				266	700266						
7	diagnosis		infectious diseases|systemic/other infections|signs and symptoms of sepsis (SIRS)|due to infectious process without organ dysfunction	995.91, R65				267	700267						
7	diagnosis		cardiovascular|vascular disorders|hypertension|with heart failure	404.91, I11.0				268	700268						
7	diagnosis		hematology|oncology and leukemia|myelodysplastic syndrome	238.7, C94.6				269	700269						
7	diagnosis		toxicology|drug overdose|narcotic overdose	E980.2, 965.00, T40.60				270	700270						
7	diagnosis		gastrointestinal|intestinal disease|enteritis|colitis, presumed infectious	009.1, A09				271	700271						
7	diagnosis		neurologic|neuromuscular disorders|motor neuropathy|amyotrophic lateral sclerosis	335.20, G12.21				272	700272						
7	diagnosis		gastrointestinal|GI bleeding / PUD|upper GI bleeding|gastritis	535.01, K92.2				273	700273						
7	diagnosis		transplant|s/p kidney transplant|s/p kidney transplant	996.81				274	700274						
7	diagnosis		burns/trauma|trauma - skeletal|bone fracture(s)|ribs	S22.4				275	700275						
7	diagnosis		infectious diseases|chest/pulmonary infections|purulent bronchitis	490, J40				276	700276						
7	diagnosis		cardiovascular|vascular disorders|peripheral vascular ischemia|atherosclerotic thrombo-occlusion	440.20, I70.209				277	700277						
7	diagnosis		gastrointestinal|esophageal disease|abscess of esophagus	530.10, K20.9				278	700278						
7	diagnosis		gastrointestinal|abdominal/ general|abdominal pain / tenderness|generalized	789.07, R10.84				279	700279						
7	diagnosis		cardiovascular|arrhythmias|AV block|second degree	I44.1				280	700280						
7	diagnosis		surgery|thoracic surgery|pneumothorax	512.1, J95.81				281	700281						
7	diagnosis		oncology|chest tumors|breast CA|female	174.9, C50.919				282	700282						
7	diagnosis		neurologic|seizures|seizures|etiology unknown	345.90, G40.9				283	700283						
7	diagnosis		burns/trauma|trauma - chest|chest wall trauma	807.4				284	700284						
7	diagnosis		infectious diseases|systemic/other infections|AIDS	042, B20				285	700285						
7	diagnosis		gastrointestinal|malnutrition|nutritional deficiency|severe	261, E41				286	700286						
7	diagnosis		infectious diseases|skin, bone and joint infections|necrotizing fasciitis|extremity	728.86, M72.6				287	700287						
7	diagnosis		cardiovascular|vascular disorders|peripheral vascular ischemia|with claudication	440.21, I70.219				288	700288						
7	diagnosis		cardiovascular|arrhythmias|ventricular premature beats|without hemodynamic compromise	427.69, I49.3				289	700289						
7	diagnosis		cardiovascular|shock / hypotension|anaphylactic shock|with upper airway involvement	995.0				290	700290						
7	diagnosis		neurologic|altered mental status / pain|suicidal ideation	V62.84, R45.851				291	700291						
7	diagnosis		renal|disorder of acid base|mixed acid base disorder	276.4, E87.4				292	700292						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|diastolic|acute	428.31, I50.31				293	700293						
7	diagnosis		neurologic|neuromuscular disorders|motor neuropathy|multiple sclerosis	340, G35				294	700294						
7	diagnosis		oncology|hematologic malignancy|lymphoproliferative disease|non-Hodgkin's lymphoma	202.80, C85.80				295	700295						
7	diagnosis		gastrointestinal|biliary disease|cholangitis	576.1, K83.0				296	700296						
7	diagnosis		cardiovascular|diseases of the aorta|aortic dissection|abdominal	441.02, I71.02				297	700297						
7	diagnosis		gastrointestinal|GI bleeding / PUD|upper GI bleeding|esophageal	530.82, K22.8				298	700298						
7	diagnosis		cardiovascular|arrhythmias|bradycardia|sick sinus syndrome	427.81, I49.5				299	700299						
7	diagnosis		neurologic|trauma - CNS|depressed level of consciousness	780.09, R40.1				300	700300						
7	diagnosis		hematology|coagulation disorders|hypercoagulable state|heparin induced thrombocytopenia	286.9, D75.82				301	700301						
7	diagnosis		endocrine|glucose metabolism|diabetes mellitus|Type I|uncontrolled	250.03, E10.65				302	700302						
7	diagnosis		burns/trauma|dermatology|pressure sore|stage 4	707.00, L89.894				303	700303						
7	diagnosis		pulmonary|pulmonary infections|lung abscess|bacterial	513.0, J85.2				304	700304						
7	diagnosis		oncology|hematologic malignancy|leukemia|chronic lymphocytic	204.10, C91.10				305	700305						
7	diagnosis		renal|disorder of kidney|acute renal failure|due to obstruction	599.60, N17.9				306	700306						
7	diagnosis		burns/trauma|trauma - skeletal|bone fracture(s)|ribs|closed	807.00, S22.4				307	700307						
7	diagnosis		cardiovascular|infection|endocarditis - prosthetic valve	996.61, 421.0, I33.0				308	700308						
7	diagnosis		pulmonary|trauma|pneumomediastinum	518.1, J98.2				309	700309						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|inferolateral wall	410.21, I21.19				310	700310						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (no ST elevation)|due to progression of CAD with stent in place	410.71, 414.01, I21.4, I25.10				311	700311						
7	diagnosis		gastrointestinal|pancreatic disease|pancreatitis|chronic	577.1, K86.1				312	700312						
7	diagnosis		gastrointestinal|intestinal disease|inflammatory  bowel disease|Crohn's disease	555.9, K50.9				313	700313						
7	diagnosis		transplant|s/p heart transplant|hemorrhage - heart transplant	996.83, T86.20				314	700314						
7	diagnosis		pulmonary|disorders of the airways|asthma / bronchospasm|status asthmaticus	493.91, J45.902				315	700315						
7	diagnosis		pulmonary|pleural disorders|pleural effusion|malignant	197.2, J91.0				316	700316						
7	diagnosis		hematology|coagulation disorders|hypercoagulable state	286.9, D68.69				317	700317						
7	diagnosis		pulmonary|pleural disorders|pneumothorax|spontaneous	512.8, J93.1				318	700318						
7	diagnosis		endocrine|glucose metabolism|DKA|with altered mental status	250.33, E10.11				319	700319						
7	diagnosis		renal|electrolyte imbalance|hyponatremia|due to renal disease	276.1, E87.0				320	700320						
7	diagnosis		gastrointestinal|hepatic disease|toxic hepatitis|alcohol related	571.1, K70.1				321	700321						
7	diagnosis		toxicology|drug overdose|acetaminophen overdose	E980.0, 965.4, T39.1X				322	700322						
7	diagnosis		neurologic|disorders of vasculature|stroke|hemorrhagic stroke|subarachnoid hemorrhage	430, 430, 430, 430, 430, 430, I60.9				323	700323						
7	diagnosis		pulmonary|pulmonary infections|pneumonia|community-acquired|bacterial|pneumococcus	481, J13				324	700324						
7	diagnosis		cardiovascular|arrhythmias|bradycardia|due to drugs	427.89, R00.1				325	700325						
7	diagnosis		hematology|bleeding and red blood cell disorders|disorders of hemoglobin|sickle cell disease	282.60, D57.1				326	700326						
7	diagnosis		gastrointestinal|hepatic disease|hepatorenal syndrome	572.4, K76.7				327	700327						
7	diagnosis		cardiovascular|arrhythmias|AV block|left bundle branch block	426.3, I44.7				328	700328						
7	diagnosis		hematology|white blood cell disorders|leukocytosis|lymphocytosis	288.8, D72.820				329	700329						
7	diagnosis		oncology|GU tumors|bladder CA	188.9, C67.9				330	700330						
7	diagnosis		cardiovascular|chest pain / ASHD|coronary artery disease|of vein graft	414.02, I25.810				331	700331						
7	diagnosis		pulmonary|disorders of the airways|epistaxis	784.7, R04.0				332	700332						
7	diagnosis		neurologic|neuromuscular disorders|myopathy|rhabdomyolysis	359.89, G72.89				333	700333						
7	diagnosis		gastrointestinal|abdominal/ general|wound dehiscence / evisceration	998.32, T81.3				334	700334						
7	diagnosis		gastrointestinal|hepatic disease|viral hepatitis|hepatitis B	070.30, 573.1, B19.10				335	700335						
7	diagnosis		gastrointestinal|biliary disease|biliary obstruction|cholelithiasis	574.01, K80.01				336	700336						
7	diagnosis		transplant|s/p heart transplant|s/p heart transplant	996.83				337	700337						
7	diagnosis		gastrointestinal|intestinal disease|vascular insufficiency of intestine	557.9, K55.9				338	700338						
7	diagnosis		cardiovascular|vascular disorders|swollen extremity, etiology unknown|right upper extremity	729.81, M79.89				339	700339						
7	diagnosis		cardiovascular|vascular disorders|arterial thromboembolism|embolic, atrial fibrillation	444.9, I74.9				340	700340						
7	diagnosis		cardiovascular|valvular disease|valvular insufficiency|mitral valve|with stenosis	424.0, I05.2				341	700341						
7	diagnosis		infectious diseases|GI infections|intra-abdominal abscess|intestinal|etiology unclear	569.5				342	700342						
7	diagnosis		burns/trauma|dermatology|pressure sore|stage 3	707.00, L89.893				343	700343						
7	diagnosis		neurologic|neuromuscular disorders|motor neuropathy|Guillain-Barre syndrome	357.0, G61.0				344	700344						
7	diagnosis		oncology|GI tumors|liver CA|CA metastatic to liver	197.7, C78.7				345	700345						
7	diagnosis		infectious diseases|skin, bone and joint infections|cellulitis|abdomen/pelvis	682.2, L03.90				346	700346						
7	diagnosis		surgery|infections|vascular catheter infection|vascular catheter infection, tunneled	996.62, T85.7				347	700347						
7	diagnosis		oncology|GI tumors|pancreatic tumor|pancreatic CA	157.9, C25.9				348	700348						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|inferior wall|with conduction disturbance	410.41, 426.9, I21.19, I45.9				349	700349						
7	diagnosis		infectious diseases|skin, bone and joint infections|septic arthritis	711.00, M00.9				350	700350						
7	diagnosis		endocrine|fluids and electrolytes|hypokalemia|severe ( < 2.8 meq/dl)	276.7, E87.8				351	700351						
7	diagnosis		gastrointestinal|abdominal/ general|amylase elevation	790.5, R74.8				352	700352						
7	diagnosis		gastrointestinal|biliary disease|biliary obstruction|stricture	575.2, K82.0				353	700353						
7	diagnosis		infectious diseases|GI infections|viral hepatitis|hepatitis C	573.1, 070.30, B17.1				354	700354						
7	diagnosis		transplant|s/p kidney transplant|rejection - kidney transplant	996.81, T86.11				355	700355						
7	diagnosis		hematology|oncology and leukemia|leukemia|acute myelogenous	205.00, C92.00				356	700356						
7	diagnosis		pulmonary|disorders of lung parenchyma|interstitial lung disease|sarcoidosis	135, 517.8, D86.9				357	700357						
7	diagnosis		cardiovascular|ventricular disorders|acute pulmonary edema|due to hypertension	428.1, 402.91, I11.0, I50.1				358	700358						
7	diagnosis		pulmonary|pulmonary infections|pneumonia|community-acquired|legionella	482.84, A48.1				359	700359						
7	diagnosis		burns/trauma|dermatology|pressure sore|stage 2	707.00, L89.892				360	700360						
7	diagnosis		endocrine|thyroid|hyperthyroidism	242.90, E05.90				361	700361						
7	diagnosis		hematology|white blood cell disorders|leukocytosis|leukemoid reaction	288.8, D72.823				362	700362						
7	diagnosis		gastrointestinal|intestinal disease|enteritis|diverticulitis of colon	562.11, K57				363	700363						
7	diagnosis		toxicology|drug overdose|cocaine overdose	968.5, E980.4, T40.5				364	700364						
7	diagnosis		cardiovascular|cardiac surgery|mediastinitis	519.2, J98.5				365	700365						
7	diagnosis		endocrine|pituitary and temperature regulation|hypothermia|not due to cold environment	780.99, R68.0				366	700366						
7	diagnosis		cardiovascular|arrhythmias|AV block|second degree|Mobitz type 2	426.12, I44.1				367	700367						
7	diagnosis		cardiovascular|arrhythmias|AV block|first degree	426.11, I44.0				368	700368						
7	diagnosis		neurologic|misc|headache|migraine	346.00, G43.9				369	700369						
7	diagnosis		burns/trauma|trauma - skeletal|bone fracture(s)|cervical spine	S12				370	700370						
7	diagnosis		neurologic|disorders of vasculature|stroke|ischemic stroke|cardioembolic	434.11, I63.40				371	700371						
7	diagnosis		infectious diseases|chest/pulmonary infections|bronchiectasis	494.1, J47.1				372	700372						
7	diagnosis		gastrointestinal|GI bleeding / PUD|peptic ulcer disease|gastric	531.90, K25.9				373	700373						
7	diagnosis		oncology|skin, muscle and skeletal tumors|bone tumors|bony metastasis	198.5, C79.51				374	700374						
7	diagnosis		toxicology|drug overdose|benzodiazepine overdose|with decreased mental status	E980.2, 969.4, 780.09, T42.4X				375	700375						
7	diagnosis		oncology|GU tumors|ovarian CA	183.0, C56.9				376	700376						
7	diagnosis		cardiovascular|ventricular disorders|hypertension|with renal failure	402.91, I11.0				377	700377						
7	diagnosis		oncology|GU tumors|uterine CA	179, C55				378	700378						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|aortic|with angina	I35.0, I20.9				379	700379						
7	diagnosis		infectious diseases|GI infections|peritonitis|spontaneous bacterial	567.21, K65.2				380	700380						
7	diagnosis		neurologic|neuromuscular disorders|sensory neuropathy	357.9, G61.9				381	700381						
7	diagnosis		neurologic|neuromuscular disorders|neuropathy|from diabetes	357.2, E10.42				382	700382						
7	diagnosis		transplant|s/p heart transplant|rejection - heart transplant|chronic	996.83, T86.21				383	700383						
7	diagnosis		gastrointestinal|intestinal disease|inflammatory  bowel disease|ulcerative colitis	556.9, K51.9				384	700384						
7	diagnosis		cardiovascular|arrhythmias|AV block|right bundle branch block	426.4, I45.10				385	700385						
7	diagnosis		gastrointestinal|biliary disease|cholecystitis|with biliary calculus	574.00, K81.0				386	700386						
7	diagnosis		cardiovascular|shock / hypotension|sepsis|sepsis with single organ dysfunction- metabolic encephalopathy	038.9, 348.31, R65.20, G93.41				387	700387						
7	diagnosis		gastrointestinal|abdominal/ general|abdominal pain / tenderness|epigastric	789.06, R10.13				388	700388						
7	diagnosis		oncology|GI tumors|gastric CA|gastric lymphoma	151.9, C16.9				389	700389						
7	diagnosis		pulmonary|disorders of lung parenchyma|malignancy|lymphoma	202.82, C85.82				390	700390						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|aortic|with syncope	424.1, I35.0, R55				391	700391						
7	diagnosis		burns/trauma|trauma - chest|lung trauma|left	861.20, S27.30				392	700392						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|combined systolic and diastolic|chronic	428.42, I50.42				393	700393						
7	diagnosis		endocrine|glucose metabolism|hyperosmolar nonketotic coma|insulin-requiring	250.23, E13.00				394	700394						
7	diagnosis		gastrointestinal|esophageal disease|esophageal tear	530.4, K22.3				395	700395						
7	diagnosis		cardiovascular|ventricular disorders|hypertension|with heart failure and renal failure	404.93, I13.2				396	700396						
7	diagnosis		neurologic|altered mental status / pain|drug withdrawal syndrome|nicotine	F17.20				397	700397						
7	diagnosis		endocrine|glucose metabolism|hypoglycemia|from excess exogenous insulin	251.1, E932.3, E16.0, T38.3				398	700398						
7	diagnosis		neurologic|misc|myoclonus	333.2, G25.3				399	700399						
7	diagnosis		renal|abnormality of urine quantity or quality|polyuria	788.42, R35.8				400	700400						
7	diagnosis		cardiovascular|valvular disease|valvular insufficiency|mitral valve|with aortic valve disease	424.0				401	700401						
7	diagnosis		burns/trauma|trauma - abdomen|hepatic trauma|grade II laceration	864.05				402	700402						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|right ventricle	410.81, I21.29				403	700403						
7	diagnosis		gastrointestinal|pancreatic disease|pancreatitis|with pseudocyst formation	577.2, K86.3				404	700404						
7	diagnosis		cardiovascular|vascular disorders|arterial thromboembolism|right upper extremity	444.21, I74.2				405	700405						
7	diagnosis		general|immunological diseases|systemic sclerosis (scleroderma)	710.1, M34.0				406	700406						
7	diagnosis		infectious diseases|skin, bone and joint infections|osteomyelitis|vertebral	730.28, M46.20				407	700407						
7	diagnosis		neurologic|disorders of vasculature|stroke|hemorrhagic stroke|hypertensive	431, 431, 431, 431, I61.9				408	700408						
7	diagnosis		cardiovascular|arrhythmias|AV block|second degree|Mobitz type I	426.13, I44.1				409	700409						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|aortic|rheumatic	395.1, I06.1				410	700410						
7	diagnosis		burns/trauma|trauma - skeletal|bone fracture(s)|cervical spine|closed	805.00, S12				411	700411						
7	diagnosis		hematology|platelet disorders|TTP	446.6, M31.1				412	700412						
7	diagnosis		cardiovascular|vascular disorders|traumatic injury to major vessels|r femoral artery	904.0				413	700413						
7	diagnosis		gastrointestinal|abdominal/ general|abdominal compartment syndrome	M79.A3				414	700414						
7	diagnosis		gastrointestinal|abdominal/ general|abdominal pain / tenderness|right lower quadrant	789.03, R10.31				415	700415						
7	diagnosis		infectious diseases|skin, bone and joint infections|cellulitis|chest	682.2, L03.313				416	700416						
7	diagnosis		gastrointestinal|abdominal/ general|abdominal pain / tenderness|right upper quadrant	789.01, R10.11				417	700417						
7	diagnosis		burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|femur|closed	821.00				418	700418						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|mitral|with insufficiency	394.2, I05.2				419	700419						
7	diagnosis		renal|disorder of kidney|chronic kidney disease|Stage 1 (GFR >90)	585.1, N18.1				420	700420						
7	diagnosis		burns/trauma|dermatology|rash, infectious|candida dermatitis	112.3, B37.2				421	700421						
7	diagnosis		surgery|acute cardiac problems|acute coronary syndrome|acute myocardial infarction (no ST elevation)	410.70, I21.4				422	700422						
7	diagnosis		toxicology|drug overdose|ethanol overdose|with decreased mental status	780.09, 980.0, E980.2, T51.0				423	700423						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|cor pulmonale|chronic	416.9, I27.9				424	700424						
7	diagnosis		burns/trauma|trauma- head and neck|facial bone fracture|orbital fracture	802.8				425	700425						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|combined systolic and diastolic|acute	428.41, I50.41				426	700426						
7	diagnosis		hematology|platelet disorders|thrombocytopenia|ITP	287.31, D69.3				427	700427						
7	diagnosis		burns/trauma|dermatology|pressure sore|stage 1	707.00, L89.891				428	700428						
7	diagnosis		neurologic|neuromuscular disorders|motor neuropathy|polyneuropathy of critical illness	357.82, G62.81				429	700429						
7	diagnosis		oncology|GI tumors|liver CA|hepatocellular CA	155.0, C22.0				430	700430						
7	diagnosis		infectious diseases|head and neck infections|oral thrush	112.0, B37.0				431	700431						
7	diagnosis		gastrointestinal|abdominal/ general|abdominal pain / tenderness|left lower quadrant	789.04, R10.32				432	700432						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|inferior wall|with conduction disturbance	I21.19, I45.9				433	700433						
7	diagnosis		oncology|head and neck tumors|mouth and jaw tumor|oral cavity squamous cell CA	145.9, C06.9				434	700434						
7	diagnosis		infectious diseases|vascular infections|endocarditis - native valve|other streptococci (including enterococcus)	421.0, 041.09, B95.4, I33.0				435	700435						
7	diagnosis		neurologic|disorders of the spinal cord and peripheral nervous system|paraplegia-complete	344.1, G82.21				436	700436						
7	diagnosis		cardiovascular|shock / hypotension|signs and symptoms of sepsis (SIRS)|due to non-infectious process with organ dysfunction	995.94, R65.11				437	700437						
7	diagnosis		pulmonary|disorders of vasculature|pulmonary hypertension|primary	416.0, I27.0				438	700438						
7	diagnosis		pulmonary|disorders of lung parenchyma|occupational pulmonary disease|asbestosis	501, J66				439	700439						
7	diagnosis		infectious diseases|GI infections|enteritis|diverticulitis of colon	562.11, K57.32				440	700440						
7	diagnosis		gastrointestinal|intestinal disease|GI obstruction / ileus|obstruction of colon|fecal impaction	560.39, K56.41				441	700441						
7	diagnosis		toxicology|drug overdose|benzodiazepine overdose|with respiratory depression	969.0, 780.39, T42.4X				442	700442						
7	diagnosis		burns/trauma|trauma - skeletal|rhabdomyolysis	728.89				443	700443						
7	diagnosis		infectious diseases|chest/pulmonary infections|empyema|bacterial|gram negative rod	041.85, 510.9, B96.89, J86.9				444	700444						
7	diagnosis		infectious diseases|chest/pulmonary infections|empyema|bacterial|staph aureus	510.9, 041.11, B95.6, J86.9				445	700445						
7	diagnosis		neurologic|disorders of vasculature|increased intracranial pressure|with reflex hypertension	781.99, G93.5, I15.9				446	700446						
7	diagnosis		oncology|head and neck tumors|neck tumor|laryngeal CA	161.9, C32.9				447	700447						
7	diagnosis		burns/trauma|dermatology|rash, infectious	686.9, L08.9				448	700448						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|aortic|with mitral valve disease	396.9, I08.9				449	700449						
7	diagnosis		burns/trauma|trauma - CNS|intracranial injury	854.00, S06.9				450	700450						
7	diagnosis		oncology|GI tumors|anal CA	154.3, C18.0				451	700451						
7	diagnosis		neurologic|trauma - CNS|intracranial injury|with intracerebral hemorrhage	851.80, S06.9				452	700452						
7	diagnosis		toxicology|drug overdose|acetaminophen overdose|dosage unknown	965.4, E980.0, T39.1X				453	700453						
7	diagnosis		cardiovascular|shock / hypotension|sepsis|sepsis with single organ dysfunction- congestive heart failure	038.9, 428.0, R65.20, I50.9				454	700454						
7	diagnosis		infectious diseases|head and neck infections|oral herpes	054.2, B00.2				455	700455						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|inferoposterior wall	410.31, I21.11				456	700456						
7	diagnosis		hematology|bleeding and red blood cell disorders|polycythemia|secondary polycythemia	289.0, D75.1				457	700457						
7	diagnosis		pulmonary|pleural disorders|pneumothorax|spontaneous with tension	512.0, J93.0				458	700458						
7	diagnosis		burns/trauma|trauma- head and neck|blunt injury to the neck	S10.8				459	700459						
7	diagnosis		infectious diseases|vascular infections|endocarditis - prosthetic valve|staphylococcus aureus	041.11, 421.0, 996.61, B95.6, I33.0				460	700460						
7	diagnosis		surgery|respiratory failure|acute respiratory distress	518.82, J96.00				461	700461						
7	diagnosis		infectious diseases|chest/pulmonary infections|pneumonia|community-acquired|bacterial|H influenzae	482.2, J14				462	700462						
7	diagnosis		cardiovascular|chest pain / ASHD|coronary artery disease|of LIMA bypass	414.04, I25.810				463	700463						
7	diagnosis		gastrointestinal|intestinal disease|viscus perforation|gastric	537.9, K31.9				464	700464						
7	diagnosis		neurologic|seizures|seizures|partial with secondary generalization	G40.1				465	700465						
7	diagnosis		burns/trauma|trauma - CNS|spinal cord injury|cervical|C5-C7	952.05, S14.1				466	700466						
7	diagnosis		gastrointestinal|hepatic disease|fulminant hepatic failure	570, K72.0				467	700467						
